agno_fecun;COD_MUN_RESIDENCIA;total
1922;63594;210
1922;63690;35
1922;66001;2866
1922;66045;91
1922;66075;48
1922;66088;181
1922;66170;1197
1922;66318;70
1922;66383;54
1922;66400;264
1922;66440;115
1922;66456;81
1922;66572;62
1922;66594;232
1922;66682;395
1922;66687;112
1922;68001;4095
1922;68013;12
1922;68020;15
1922;68051;32
1922;68077;154
1922;68079;26
1922;68081;1641
1922;68092;32
1922;68101;30
1922;68121;3
1922;68132;8
1922;68147;24
1922;68152;9
1922;68160;3
1922;68162;30
1922;68167;54
1922;68169;12
1922;68176;16
1922;68179;11
1922;68190;168
1922;68207;24
1922;68209;16
1922;68211;9
1922;68217;25
1922;68229;63
1922;68235;70
1922;68245;10
1922;68250;24
1922;68255;78
1922;68264;19
1922;68266;9
1922;68271;27
1922;68276;1549
1922;68296;18
1922;68298;16
1922;68307;995
1922;68318;18
1922;68320;14
1922;68322;16
1922;68324;11
1922;68327;36
1922;68344;8
1922;68368;6
1922;68370;9
1922;68377;29
1922;68385;42
1922;68397;6
1922;68406;254
1922;68418;86
1922;68425;10
1922;68432;96
1922;68444;19
1922;68464;47
1922;68468;14
1922;68498;30
1922;68500;43
1922;68502;23
1922;68522;5
1922;68524;13
1922;68533;23
1922;68547;863
1922;68549;14
1922;68572;51
1922;68573;33
1922;68575;180
1922;68615;159
1922;68655;182
1922;68669;30
1922;68673;11
1922;68679;251
1922;68682;13
1922;68684;10
1922;68686;5
1922;68689;131
1922;68705;6
1922;68720;8
1922;68745;23
1922;68755;138
1922;68770;42
1922;68773;23
1922;68780;20
1922;68820;27
1922;68855;36
1922;68861;92
1922;68867;5
1922;68872;36
1922;68895;36
1922;70001;1713
1922;70110;76
1922;70124;67
1922;70204;38
1922;70215;351
1922;70221;56
1922;70230;31
1922;70233;52
1922;70235;133
1922;70265;73
1922;70400;49
1922;70418;136
1922;70429;142
1922;70473;91
1922;70508;129
1922;70523;80
1922;70670;279
1922;70678;138
1922;70702;63
1922;70708;272
1922;70713;321
1922;70717;102
1922;70742;212
1922;70771;109
1922;70820;173
1922;70823;120
1922;73001;3371
1922;73024;19
1922;73026;39
1922;73030;61
1922;73043;80
1922;73055;84
1922;73067;126
1922;73124;177
1922;73148;80
1922;73152;38
1922;73168;481
1922;73200;46
1922;73217;159
1922;73226;46
1922;73236;60
1922;73268;559
1922;73270;44
1922;73275;211
1922;73283;241
1922;73319;201
1922;73347;32
1922;73349;214
1922;73352;58
1922;73408;165
1922;73411;338
1922;73443;221
1922;73449;249
1922;73461;32
1922;73483;139
1922;73504;193
1922;73520;70
1922;73547;20
1922;73555;216
1922;73563;54
1922;73585;151
1922;73616;141
1922;73622;38
1922;73624;214
1922;73671;96
1922;73675;144
1922;73678;53
1922;73686;53
1922;73770;18
1922;73854;31
1922;73861;100
1922;73870;71
1922;73873;42
1922;76001;12069
1922;76020;129
1922;76036;115
1922;76041;140
1922;76054;26
1922;76100;78
1922;76109;1736
1922;76111;911
1922;76113;125
1922;76122;233
1922;76126;119
1922;76130;509
1922;76147;661
1922;76233;278
1922;76243;51
1922;76246;34
1922;76248;384
1922;76250;55
1922;76275;419
1922;76306;122
1922;76318;238
1922;76364;631
1922;76377;70
1922;76400;167
1922;76403;66
1922;76497;78
1922;76520;2039
1922;76563;386
1922;76606;150
1922;76616;104
1922;76622;194
1922;76670;119
1922;76736;268
1922;76823;83
1922;76828;141
1922;76834;1299
1922;76845;29
1922;76863;35
1922;76869;72
1922;76890;114
1922;76892;642
1922;76895;252
1922;81001;645
1922;81065;288
1922;81220;26
1922;81300;136
1922;81591;37
1922;81736;418
1922;81794;383
1922;85001;1335
1922;85010;307
1922;85015;14
1922;85125;91
1922;85136;12
1922;85139;122
1922;85162;121
1922;85225;75
1922;85230;75
1922;85250;297
1922;85263;99
1922;85279;8
1922;85300;12
1922;85315;6
1922;85325;61
1922;85400;35
1922;85410;203
1922;85430;114
1922;85440;288
1922;86001;443
1922;86219;33
1922;86320;259
1922;86568;585
1922;86569;67
1922;86571;131
1922;86573;119
1922;86749;89
1922;86755;38
1922;86757;58
1922;86760;60
1922;86865;174
1922;86885;222
1922;88001;279
1922;88564;11
1922;91001;407
1922;91263;9
1922;91405;13
1922;91407;4
1922;91430;1
1922;91460;2
1922;91530;
1922;91536;4
1922;91540;56
1922;91669;8
1922;91798;26
1922;94001;129
1922;94343;5
1922;94663;
1922;94883;4
1922;94884;1
1922;94885;1
1922;94886;
1922;94887;2
1922;94888;
1922;95001;423
1922;95015;42
1922;95025;49
1922;95200;11
1922;97001;41
1922;97161;7
1922;97511;2
1922;97666;3
1922;97777;
1922;97889;2
1922;99001;148
1922;99524;51
1922;99624;34
1922;99773;83
1923;;303242
1923;05001;13023
1923;05002;139
1923;05004;11
1923;05021;34
1923;05030;173
1923;05031;160
1923;05034;299
1923;05036;42
1923;05038;58
1923;05040;147
1923;05042;185
1923;05044;44
1923;05045;1224
1923;05051;214
1923;05055;58
1923;05059;25
1923;05079;259
1923;05086;34
1923;05088;2281
1923;05091;46
1923;05093;127
1923;05101;241
1923;05107;69
1923;05113;70
1923;05120;180
1923;05125;41
1923;05129;440
1923;05134;46
1923;05138;98
1923;05142;27
1923;05145;33
1923;05147;504
1923;05148;230
1923;05150;11
1923;05154;704
1923;05172;703
1923;05190;51
1923;05197;77
1923;05206;20
1923;05209;165
1923;05212;296
1923;05234;166
1923;05237;131
1923;05240;51
1923;05250;372
1923;05264;42
1923;05266;395
1923;05282;113
1923;05284;125
1923;05306;30
1923;05308;224
1923;05310;35
1923;05313;65
1923;05315;36
1923;05318;157
1923;05321;20
1923;05347;43
1923;05353;21
1923;05360;1078
1923;05361;146
1923;05364;98
1923;05368;62
1923;05376;367
1923;05380;244
1923;05390;69
1923;05400;134
1923;05411;40
1923;05425;52
1923;05440;285
1923;05467;52
1923;05475;19
1923;05480;217
1923;05483;53
1923;05490;323
1923;05495;148
1923;05501;13
1923;05541;104
1923;05543;53
1923;05576;53
1923;05579;271
1923;05585;62
1923;05591;102
1923;05604;190
1923;05607;83
1923;05615;609
1923;05628;73
1923;05631;169
1923;05642;147
1923;05647;50
1923;05649;91
1923;05652;43
1923;05656;60
1923;05658;25
1923;05659;153
1923;05660;99
1923;05664;152
1923;05665;233
1923;05667;77
1923;05670;111
1923;05674;96
1923;05679;182
1923;05686;230
1923;05690;44
1923;05697;136
1923;05736;296
1923;05756;227
1923;05761;85
1923;05789;75
1923;05790;316
1923;05792;40
1923;05809;61
1923;05819;37
1923;05837;1505
1923;05842;43
1923;05847;188
1923;05854;77
1923;05856;37
1923;05858;98
1923;05861;78
1923;05873;25
1923;05885;45
1923;05887;356
1923;05890;122
1923;05893;101
1923;05895;198
1923;08001;5991
1923;08078;394
1923;08137;130
1923;08141;87
1923;08296;253
1923;08372;76
1923;08421;143
1923;08433;595
1923;08436;108
1923;08520;104
1923;08549;24
1923;08558;105
1923;08560;103
1923;08573;192
1923;08606;151
1923;08634;151
1923;08638;618
1923;08675;64
1923;08685;109
1923;08758;2435
1923;08770;61
1923;08832;66
1923;08849;64
1923;11001;45832
1923;13001;6327
1923;13006;100
1923;13030;53
1923;13042;66
1923;13052;400
1923;13062;30
1923;13074;121
1923;13140;119
1923;13160;30
1923;13188;81
1923;13212;61
1923;13222;73
1923;13244;546
1923;13248;28
1923;13268;37
1923;13300;66
1923;13430;945
1923;13433;125
1923;13440;40
1923;13442;319
1923;13458;51
1923;13468;353
1923;13473;102
1923;13490;7
1923;13549;70
1923;13580;29
1923;13600;44
1923;13620;22
1923;13647;62
1923;13650;61
1923;13654;113
1923;13655;44
1923;13657;214
1923;13667;108
1923;13670;249
1923;13673;73
1923;13683;138
1923;13688;212
1923;13744;120
1923;13760;37
1923;13780;92
1923;13810;69
1923;13836;400
1923;13838;94
1923;13873;131
1923;13894;84
1923;15001;1079
1923;15022;14
1923;15047;109
1923;15051;33
1923;15087;30
1923;15090;10
1923;15092;8
1923;15097;25
1923;15104;34
1923;15106;6
1923;15109;26
1923;15114;6
1923;15131;17
1923;15135;15
1923;15162;7
1923;15172;24
1923;15176;428
1923;15180;15
1923;15183;88
1923;15185;53
1923;15187;20
1923;15189;20
1923;15204;68
1923;15212;16
1923;15215;18
1923;15218;15
1923;15223;29
1923;15224;22
1923;15226;11
1923;15232;42
1923;15236;19
1923;15238;638
1923;15244;27
1923;15248;12
1923;15272;25
1923;15276;14
1923;15293;12
1923;15296;38
1923;15299;104
1923;15317;12
1923;15322;48
1923;15325;16
1923;15332;17
1923;15362;12
1923;15367;35
1923;15368;20
1923;15377;28
1923;15380;12
1923;15401;10
1923;15403;13
1923;15407;88
1923;15425;30
1923;15442;35
1923;15455;45
1923;15464;35
1923;15466;39
1923;15469;147
1923;15476;41
1923;15480;49
1923;15491;81
1923;15494;20
1923;15500;11
1923;15507;57
1923;15511;15
1923;15514;20
1923;15516;210
1923;15518;19
1923;15522;5
1923;15531;51
1923;15533;17
1923;15537;22
1923;15542;55
1923;15550;18
1923;15572;563
1923;15580;28
1923;15599;58
1923;15600;50
1923;15621;15
1923;15632;66
1923;15638;44
1923;15646;165
1923;15660;7
1923;15664;26
1923;15667;46
1923;15673;25
1923;15676;26
1923;15681;31
1923;15686;73
1923;15690;22
1923;15693;58
1923;15696;19
1923;15720;12
1923;15723;3
1923;15740;74
1923;15753;38
1923;15755;63
1923;15757;62
1923;15759;641
1923;15761;14
1923;15762;32
1923;15763;61
1923;15764;47
1923;15774;12
1923;15776;33
1923;15778;16
1923;15790;36
1923;15798;22
1923;15804;47
1923;15806;64
1923;15808;8
1923;15810;21
1923;15814;88
1923;15816;32
1923;15820;40
1923;15822;39
1923;15832;13
1923;15835;25
1923;15837;55
1923;15839;7
1923;15842;28
1923;15861;110
1923;15879;17
1923;15897;34
1923;17001;1648
1923;17013;108
1923;17042;193
1923;17050;81
1923;17088;96
1923;17174;417
1923;17272;66
1923;17380;657
1923;17388;40
1923;17433;88
1923;17442;66
1923;17444;81
1923;17446;13
1923;17486;126
1923;17495;46
1923;17513;80
1923;17524;118
1923;17541;87
1923;17614;277
1923;17616;64
1923;17653;99
1923;17662;115
1923;17665;34
1923;17777;209
1923;17867;47
1923;17873;230
1923;17877;81
1923;18001;1218
1923;18029;18
1923;18094;75
1923;18150;191
1923;18205;68
1923;18247;115
1923;18256;111
1923;18410;105
1923;18460;40
1923;18479;28
1923;18592;165
1923;18610;87
1923;18753;417
1923;18756;43
1923;18785;38
1923;18860;42
1923;19001;2121
1923;19022;121
1923;19050;207
1923;19075;170
1923;19100;324
1923;19110;221
1923;19130;276
1923;19137;239
1923;19142;244
1923;19212;262
1923;19256;316
1923;19290;44
1923;19300;68
1923;19318;185
1923;19355;306
1923;19364;105
1923;19392;73
1923;19397;147
1923;19418;25
1923;19450;102
1923;19455;217
1923;19473;210
1923;19513;80
1923;19517;457
1923;19532;204
1923;19533;51
1923;19548;316
1923;19573;368
1923;19585;133
1923;19622;81
1923;19693;61
1923;19698;861
1923;19701;35
1923;19743;198
1923;19760;85
1923;19780;183
1923;19785;70
1923;19807;255
1923;19809;56
1923;19821;278
1923;19824;183
1923;19845;135
1923;20001;2535
1923;20011;705
1923;20013;425
1923;20032;137
1923;20045;116
1923;20060;237
1923;20175;161
1923;20178;224
1923;20228;242
1923;20238;193
1923;20250;200
1923;20295;59
1923;20310;18
1923;20383;66
1923;20400;228
1923;20443;63
1923;20517;91
1923;20550;117
1923;20570;43
1923;20614;59
1923;20621;159
1923;20710;220
1923;20750;99
1923;20770;158
1923;20787;54
1923;23001;2827
1923;23068;258
1923;23079;107
1923;23090;127
1923;23162;269
1923;23168;37
1923;23182;165
1923;23189;166
1923;23300;46
1923;23350;85
1923;23417;487
1923;23419;111
1923;23464;76
1923;23466;493
1923;23500;111
1923;23555;353
1923;23570;103
1923;23574;86
1923;23580;215
1923;23586;51
1923;23660;335
1923;23670;123
1923;23672;159
1923;23675;164
1923;23678;75
1923;23682;24
1923;23686;104
1923;23807;768
1923;23815;107
1923;23855;226
1923;25001;67
1923;25019;56
1923;25035;72
1923;25040;90
1923;25053;79
1923;25086;9
1923;25095;6
1923;25099;75
1923;25120;50
1923;25123;56
1923;25126;359
1923;25148;70
1923;25151;103
1923;25154;40
1923;25168;16
1923;25175;603
1923;25178;58
1923;25181;61
1923;25183;204
1923;25200;130
1923;25214;148
1923;25224;46
1923;25245;118
1923;25258;31
1923;25260;197
1923;25269;1248
1923;25279;67
1923;25281;49
1923;25286;563
1923;25288;21
1923;25290;848
1923;25293;14
1923;25295;112
1923;25297;83
1923;25299;15
1923;25307;957
1923;25312;62
1923;25317;93
1923;25320;196
1923;25322;126
1923;25324;14
1923;25326;43
1923;25328;38
1923;25335;70
1923;25339;35
1923;25368;7
1923;25372;20
1923;25377;159
1923;25386;237
1923;25394;56
1923;25398;31
1923;25402;128
1923;25407;70
1923;25426;24
1923;25430;710
1923;25436;19
1923;25438;60
1923;25473;711
1923;25483;22
1923;25486;130
1923;25488;50
1923;25489;8
1923;25491;33
1923;25506;30
1923;25513;220
1923;25518;20
1923;25524;30
1923;25530;65
1923;25535;78
1923;25572;76
1923;25580;9
1923;25592;13
1923;25594;44
1923;25596;48
1923;25599;58
1923;25612;56
1923;25645;54
1923;25649;105
1923;25653;28
1923;25658;76
1923;25662;59
1923;25718;70
1923;25736;72
1923;25740;293
1923;25743;156
1923;25745;53
1923;25754;4378
1923;25758;139
1923;25769;103
1923;25772;131
1923;25777;30
1923;25779;33
1923;25781;27
1923;25785;113
1923;25793;62
1923;25797;41
1923;25799;164
1923;25805;29
1923;25807;11
1923;25815;96
1923;25817;227
1923;25823;27
1923;25839;24
1923;25841;64
1923;25843;363
1923;25845;55
1923;25851;31
1923;25862;34
1923;25867;36
1923;25871;6
1923;25873;102
1923;25875;213
1923;25878;94
1923;25885;62
1923;25898;35
1923;25899;860
1923;27001;904
1923;27006;80
1923;27025;8
1923;27050;21
1923;27073;20
1923;27075;26
1923;27077;6
1923;27099;12
1923;27135;21
1923;27150;17
1923;27160;7
1923;27205;20
1923;27245;44
1923;27250;8
1923;27361;120
1923;27372;5
1923;27413;31
1923;27425;2
1923;27430;4
1923;27450;12
1923;27491;11
1923;27495;19
1923;27580;3
1923;27600;13
1923;27615;302
1923;27660;20
1923;27745;9
1923;27787;59
1923;27800;73
1923;27810;18
1923;41001;3660
1923;41006;399
1923;41013;91
1923;41016;185
1923;41020;279
1923;41026;28
1923;41078;56
1923;41132;421
1923;41206;52
1923;41244;26
1923;41298;683
1923;41306;220
1923;41319;154
1923;41349;104
1923;41357;99
1923;41359;293
1923;41378;148
1923;41396;753
1923;41483;87
1923;41503;139
1923;41518;52
1923;41524;252
1923;41530;141
1923;41548;142
1923;41551;1590
1923;41615;215
1923;41660;159
1923;41668;404
1923;41676;145
1923;41770;176
1923;41791;134
1923;41797;86
1923;41799;114
1923;41801;85
1923;41807;173
1923;41872;56
1923;41885;72
1923;44001;1040
1923;44035;78
1923;44078;146
1923;44090;87
1923;44098;47
1923;44110;36
1923;44279;202
1923;44378;96
1923;44420;10
1923;44430;869
1923;44560;73
1923;44650;217
1923;44847;196
1923;44855;35
1923;44874;123
1923;47001;2981
1923;47030;77
1923;47053;216
1923;47058;184
1923;47161;31
1923;47170;117
1923;47189;811
1923;47205;23
1923;47245;363
1923;47258;104
1923;47268;97
1923;47288;474
1923;47318;161
1923;47460;85
1923;47541;25
1923;47545;59
1923;47551;195
1923;47555;380
1923;47570;155
1923;47605;34
1923;47660;36
1923;47675;54
1923;47692;106
1923;47703;53
1923;47707;115
1923;47720;26
1923;47745;80
1923;47798;81
1923;47960;17
1923;47980;461
1923;50001;3669
1923;50006;633
1923;50110;49
1923;50124;34
1923;50150;84
1923;50223;34
1923;50226;143
1923;50245;8
1923;50251;72
1923;50270;27
1923;50287;106
1923;50313;606
1923;50318;85
1923;50325;26
1923;50330;95
1923;50350;83
1923;50370;59
1923;50400;77
1923;50450;66
1923;50568;184
1923;50573;283
1923;50577;73
1923;50590;87
1923;50606;107
1923;50680;99
1923;50683;60
1923;50686;11
1923;50689;196
1923;50711;156
1923;52001;2612
1923;52019;60
1923;52022;38
1923;52036;36
1923;52051;34
1923;52079;131
1923;52083;28
1923;52110;139
1923;52203;55
1923;52207;69
1923;52210;34
1923;52215;87
1923;52224;55
1923;52227;140
1923;52233;30
1923;52240;95
1923;52250;52
1923;52254;24
1923;52256;49
1923;52258;110
1923;52260;96
1923;52287;44
1923;52317;75
1923;52320;58
1923;52323;32
1923;52352;46
1923;52354;42
1923;52356;721
1923;52378;104
1923;52381;60
1923;52385;29
1923;52390;7
1923;52399;207
1923;52405;47
1923;52411;50
1923;52418;62
1923;52427;30
1923;52435;45
1923;52473;33
1923;52480;27
1923;52490;63
1923;52506;19
1923;52520;16
1923;52540;57
1923;52560;64
1923;52565;25
1923;52573;44
1923;52585;95
1923;52612;97
1923;52621;28
1923;52678;154
1923;52683;122
1923;52685;46
1923;52687;99
1923;52693;100
1923;52694;42
1923;52696;27
1923;52699;27
1923;52720;12
1923;52786;76
1923;52788;66
1923;52835;759
1923;52838;218
1923;52885;64
1923;54001;4788
1923;54003;124
1923;54051;46
1923;54099;38
1923;54109;21
1923;54125;17
1923;54128;27
1923;54172;80
1923;54174;51
1923;54206;95
1923;54223;42
1923;54239;23
1923;54245;62
1923;54250;65
1923;54261;198
1923;54313;20
1923;54344;46
1923;54347;11
1923;54377;31
1923;54385;56
1923;54398;37
1923;54405;439
1923;54418;29
1923;54480;18
1923;54498;757
1923;54518;334
1923;54520;36
1923;54553;104
1923;54599;28
1923;54660;54
1923;54670;34
1923;54673;26
1923;54680;11
1923;54720;135
1923;54743;26
1923;54800;86
1923;54810;393
1923;54820;87
1923;54871;23
1923;54874;405
1923;63001;1732
1923;63111;15
1923;63130;520
1923;63190;189
1923;63212;56
1923;63272;64
1923;63302;60
1923;63401;323
1923;63470;330
1923;63548;47
1923;63594;210
1923;63690;35
1923;66001;2870
1923;66045;91
1923;66075;48
1923;66088;181
1923;66170;1202
1923;66318;70
1923;66383;54
1923;66400;264
1923;66440;115
1923;66456;81
1923;66572;62
1923;66594;232
1923;66682;395
1923;66687;112
1923;68001;4098
1923;68013;12
1923;68020;15
1923;68051;32
1923;68077;155
1923;68079;26
1923;68081;1643
1923;68092;32
1923;68101;30
1923;68121;3
1923;68132;8
1923;68147;24
1923;68152;9
1923;68160;3
1923;68162;30
1923;68167;54
1923;68169;12
1923;68176;16
1923;68179;11
1923;68190;169
1923;68207;24
1923;68209;16
1923;68211;9
1923;68217;25
1923;68229;63
1923;68235;70
1923;68245;10
1923;68250;24
1923;68255;78
1923;68264;19
1923;68266;9
1923;68271;27
1923;68276;1551
1923;68296;18
1923;68298;16
1923;68307;999
1923;68318;18
1923;68320;14
1923;68322;16
1923;68324;11
1923;68327;36
1923;68344;8
1923;68368;6
1923;68370;9
1923;68377;29
1923;68385;42
1923;68397;6
1923;68406;254
1923;68418;86
1923;68425;10
1923;68432;96
1923;68444;19
1923;68464;48
1923;68468;14
1923;68498;30
1923;68500;43
1923;68502;23
1923;68522;5
1923;68524;13
1923;68533;23
1923;68547;865
1923;68549;14
1923;68572;51
1923;68573;33
1923;68575;182
1923;68615;159
1923;68655;182
1923;68669;30
1923;68673;11
1923;68679;252
1923;68682;13
1923;68684;10
1923;68686;5
1923;68689;131
1923;68705;6
1923;68720;8
1923;68745;23
1923;68755;139
1923;68770;42
1923;68773;23
1923;68780;20
1923;68820;27
1923;68855;36
1923;68861;93
1923;68867;5
1923;68872;36
1923;68895;36
1923;70001;1719
1923;70110;77
1923;70124;67
1923;70204;38
1923;70215;351
1923;70221;56
1923;70230;31
1923;70233;53
1923;70235;133
1923;70265;75
1923;70400;49
1923;70418;136
1923;70429;143
1923;70473;92
1923;70508;129
1923;70523;80
1923;70670;280
1923;70678;138
1923;70702;63
1923;70708;273
1923;70713;322
1923;70717;103
1923;70742;214
1923;70771;109
1923;70820;174
1923;70823;120
1923;73001;3375
1923;73024;19
1923;73026;39
1923;73030;61
1923;73043;80
1923;73055;84
1923;73067;126
1923;73124;177
1923;73148;80
1923;73152;38
1923;73168;481
1923;73200;46
1923;73217;159
1923;73226;46
1923;73236;60
1923;73268;559
1923;73270;44
1923;73275;211
1923;73283;241
1923;73319;201
1923;73347;32
1923;73349;215
1923;73352;58
1923;73408;165
1923;73411;338
1923;73443;221
1923;73449;249
1923;73461;32
1923;73483;140
1923;73504;193
1923;73520;70
1923;73547;21
1923;73555;216
1923;73563;54
1923;73585;151
1923;73616;141
1923;73622;38
1923;73624;214
1923;73671;96
1923;73675;144
1923;73678;53
1923;73686;53
1923;73770;18
1923;73854;31
1923;73861;100
1923;73870;71
1923;73873;42
1923;76001;12087
1923;76020;129
1923;76036;116
1923;76041;140
1923;76054;26
1923;76100;79
1923;76109;1742
1923;76111;913
1923;76113;125
1923;76122;233
1923;76126;119
1923;76130;511
1923;76147;664
1923;76233;279
1923;76243;51
1923;76246;34
1923;76248;384
1923;76250;55
1923;76275;421
1923;76306;122
1923;76318;239
1923;76364;631
1923;76377;71
1923;76400;167
1923;76403;66
1923;76497;78
1923;76520;2044
1923;76563;387
1923;76606;150
1923;76616;104
1923;76622;194
1923;76670;119
1923;76736;268
1923;76823;83
1923;76828;142
1923;76834;1301
1923;76845;29
1923;76863;35
1923;76869;72
1923;76890;114
1923;76892;645
1923;76895;252
1923;81001;645
1923;81065;289
1923;81220;27
1923;81300;136
1923;81591;37
1923;81736;418
1923;81794;383
1923;85001;1336
1923;85010;307
1923;85015;14
1923;85125;91
1923;85136;12
1923;85139;122
1923;85162;121
1923;85225;75
1923;85230;75
1923;85250;299
1923;85263;99
1923;85279;8
1923;85300;12
1923;85315;6
1923;85325;61
1923;85400;35
1923;85410;203
1923;85430;114
1923;85440;288
1923;86001;443
1923;86219;33
1923;86320;259
1923;86568;586
1923;86569;67
1923;86571;131
1923;86573;120
1923;86749;89
1923;86755;38
1923;86757;58
1923;86760;60
1923;86865;174
1923;86885;223
1923;88001;280
1923;88564;11
1923;91001;407
1923;91263;9
1923;91405;13
1923;91407;4
1923;91430;1
1923;91460;2
1923;91530;
1923;91536;4
1923;91540;56
1923;91669;8
1923;91798;26
1923;94001;129
1923;94343;5
1923;94663;
1923;94883;4
1923;94884;1
1923;94885;1
1923;94886;
1923;94887;2
1923;94888;
1923;95001;424
1923;95015;42
1923;95025;49
1923;95200;11
1923;97001;41
1923;97161;7
1923;97511;2
1923;97666;3
1923;97777;
1923;97889;2
1923;99001;148
1923;99524;51
1923;99624;34
1923;99773;83
1924;;323055
1924;05001;13051
1924;05002;139
1924;05004;11
1924;05021;34
1924;05030;174
1924;05031;160
1924;05034;301
1924;05036;42
1924;05038;58
1924;05040;147
1924;05042;186
1924;05044;44
1924;05045;1225
1924;05051;214
1924;05055;58
1924;05059;25
1924;05079;261
1924;05086;34
1924;05088;2282
1924;05091;46
1924;05093;127
1924;05101;241
1924;05107;69
1924;05113;70
1924;05120;180
1924;05125;41
1924;05129;440
1924;05134;46
1924;05138;98
1924;05142;27
1924;05145;33
1924;05147;504
1924;05148;230
1924;05150;11
1924;05154;704
1924;05172;703
1924;05190;51
1924;05197;77
1924;05206;20
1924;05209;165
1924;05212;298
1924;05234;166
1924;05237;132
1924;05240;51
1924;05250;372
1924;05264;42
1924;05266;399
1924;05282;113
1924;05284;125
1924;05306;30
1924;05308;224
1924;05310;35
1924;05313;65
1924;05315;36
1924;05318;157
1924;05321;20
1924;05347;43
1924;05353;21
1924;05360;1081
1924;05361;148
1924;05364;98
1924;05368;62
1924;05376;367
1924;05380;245
1924;05390;69
1924;05400;134
1924;05411;40
1924;05425;52
1924;05440;286
1924;05467;52
1924;05475;19
1924;05480;217
1924;05483;53
1924;05490;325
1924;05495;149
1924;05501;13
1924;05541;105
1924;05543;53
1924;05576;53
1924;05579;274
1924;05585;62
1924;05591;102
1924;05604;190
1924;05607;83
1924;05615;609
1924;05628;73
1924;05631;169
1924;05642;147
1924;05647;51
1924;05649;91
1924;05652;43
1924;05656;60
1924;05658;25
1924;05659;154
1924;05660;99
1924;05664;152
1924;05665;233
1924;05667;77
1924;05670;111
1924;05674;98
1924;05679;182
1924;05686;231
1924;05690;44
1924;05697;137
1924;05736;296
1924;05756;227
1924;05761;85
1924;05789;75
1924;05790;316
1924;05792;40
1924;05809;62
1924;05819;37
1924;05837;1508
1924;05842;43
1924;05847;188
1924;05854;77
1924;05856;37
1924;05858;98
1924;05861;79
1924;05873;25
1924;05885;45
1924;05887;356
1924;05890;122
1924;05893;101
1924;05895;199
1924;08001;6023
1924;08078;394
1924;08137;131
1924;08141;87
1924;08296;253
1924;08372;76
1924;08421;143
1924;08433;596
1924;08436;109
1924;08520;105
1924;08549;24
1924;08558;105
1924;08560;104
1924;08573;192
1924;08606;151
1924;08634;151
1924;08638;622
1924;08675;64
1924;08685;109
1924;08758;2443
1924;08770;61
1924;08832;67
1924;08849;64
1924;11001;45899
1924;13001;6339
1924;13006;102
1924;13030;54
1924;13042;67
1924;13052;403
1924;13062;30
1924;13074;122
1924;13140;120
1924;13160;30
1924;13188;81
1924;13212;62
1924;13222;73
1924;13244;548
1924;13248;28
1924;13268;37
1924;13300;66
1924;13430;952
1924;13433;125
1924;13440;40
1924;13442;321
1924;13458;51
1924;13468;354
1924;13473;103
1924;13490;7
1924;13549;70
1924;13580;31
1924;13600;46
1924;13620;22
1924;13647;63
1924;13650;61
1924;13654;113
1924;13655;44
1924;13657;214
1924;13667;109
1924;13670;251
1924;13673;74
1924;13683;138
1924;13688;212
1924;13744;122
1924;13760;38
1924;13780;92
1924;13810;69
1924;13836;401
1924;13838;95
1924;13873;131
1924;13894;84
1924;15001;1082
1924;15022;14
1924;15047;109
1924;15051;34
1924;15087;30
1924;15090;10
1924;15092;8
1924;15097;25
1924;15104;34
1924;15106;6
1924;15109;26
1924;15114;6
1924;15131;17
1924;15135;15
1924;15162;7
1924;15172;24
1924;15176;428
1924;15180;15
1924;15183;88
1924;15185;54
1924;15187;20
1924;15189;20
1924;15204;68
1924;15212;16
1924;15215;18
1924;15218;15
1924;15223;30
1924;15224;23
1924;15226;11
1924;15232;43
1924;15236;19
1924;15238;638
1924;15244;27
1924;15248;12
1924;15272;25
1924;15276;14
1924;15293;12
1924;15296;38
1924;15299;104
1924;15317;12
1924;15322;48
1924;15325;16
1924;15332;17
1924;15362;12
1924;15367;35
1924;15368;20
1924;15377;28
1924;15380;12
1924;15401;10
1924;15403;13
1924;15407;88
1924;15425;30
1924;15442;35
1924;15455;45
1924;15464;35
1924;15466;39
1924;15469;147
1924;15476;41
1924;15480;49
1924;15491;81
1924;15494;20
1924;15500;11
1924;15507;57
1924;15511;15
1924;15514;20
1924;15516;210
1924;15518;19
1924;15522;5
1924;15531;51
1924;15533;17
1924;15537;22
1924;15542;55
1924;15550;18
1924;15572;563
1924;15580;28
1924;15599;58
1924;15600;50
1924;15621;15
1924;15632;66
1924;15638;44
1924;15646;165
1924;15660;7
1924;15664;26
1924;15667;46
1924;15673;25
1924;15676;26
1924;15681;31
1924;15686;73
1924;15690;22
1924;15693;58
1924;15696;19
1924;15720;12
1924;15723;3
1924;15740;74
1924;15753;38
1924;15755;63
1924;15757;62
1924;15759;642
1924;15761;14
1924;15762;32
1924;15763;61
1924;15764;47
1924;15774;12
1924;15776;33
1924;15778;16
1924;15790;36
1924;15798;22
1924;15804;47
1924;15806;64
1924;15808;8
1924;15810;21
1924;15814;88
1924;15816;32
1924;15820;40
1924;15822;39
1924;15832;13
1924;15835;26
1924;15837;55
1924;15839;7
1924;15842;28
1924;15861;110
1924;15879;17
1924;15897;34
1924;17001;1652
1924;17013;108
1924;17042;193
1924;17050;81
1924;17088;96
