agno_fecun;COD_MUN_RESIDENCIA;total
1900;25513;1
1900;25518;
1900;25524;
1900;25530;
1900;25535;
1900;25572;
1900;25580;
1900;25592;
1900;25594;
1900;25596;
1900;25599;
1900;25612;
1900;25645;
1900;25649;
1900;25653;
1900;25658;
1900;25662;
1900;25718;
1900;25736;
1900;25740;
1900;25743;1
1900;25745;1
1900;25754;2
1900;25758;
1900;25769;
1900;25772;
1900;25777;
1900;25779;
1900;25781;
1900;25785;1
1900;25793;
1900;25797;
1900;25799;
1900;25805;
1900;25807;
1900;25815;
1900;25817;
1900;25823;
1900;25839;
1900;25841;
1900;25843;
1900;25845;
1900;25851;
1900;25862;
1900;25867;
1900;25871;
1900;25873;
1900;25875;1
1900;25878;1
1900;25885;
1900;25898;
1900;25899;2
1900;27001;3
1900;27006;
1900;27025;
1900;27050;1
1900;27073;
1900;27075;
1900;27077;
1900;27099;
1900;27135;
1900;27150;
1900;27160;
1900;27205;
1900;27245;
1900;27250;
1900;27361;1
1900;27372;
1900;27413;
1900;27425;
1900;27430;
1900;27450;
1900;27491;
1900;27495;
1900;27580;
1900;27600;
1900;27615;
1900;27660;
1900;27745;
1900;27787;1
1900;27800;
1900;27810;
1900;41001;2
1900;41006;
1900;41013;
1900;41016;1
1900;41020;
1900;41026;
1900;41078;
1900;41132;
1900;41206;
1900;41244;
1900;41298;2
1900;41306;1
1900;41319;
1900;41349;
1900;41357;
1900;41359;
1900;41378;
1900;41396;
1900;41483;
1900;41503;
1900;41518;
1900;41524;2
1900;41530;
1900;41548;
1900;41551;
1900;41615;
1900;41660;
1900;41668;1
1900;41676;
1900;41770;
1900;41791;
1900;41797;
1900;41799;
1900;41801;
1900;41807;
1900;41872;
1900;41885;
1900;44001;5
1900;44035;1
1900;44078;1
1900;44090;
1900;44098;
1900;44110;
1900;44279;
1900;44378;1
1900;44420;
1900;44430;3
1900;44560;
1900;44650;2
1900;44847;4
1900;44855;
1900;44874;
1900;47001;4
1900;47030;
1900;47053;1
1900;47058;
1900;47161;
1900;47170;
1900;47189;
1900;47205;
1900;47245;
1900;47258;
1900;47268;
1900;47288;2
1900;47318;
1900;47460;
1900;47541;1
1900;47545;
1900;47551;
1900;47555;
1900;47570;
1900;47605;
1900;47660;
1900;47675;1
1900;47692;
1900;47703;1
1900;47707;
1900;47720;
1900;47745;
1900;47798;
1900;47960;
1900;47980;1
1900;50001;2
1900;50006;1
1900;50110;
1900;50124;
1900;50150;
1900;50223;
1900;50226;
1900;50245;
1900;50251;
1900;50270;
1900;50287;
1900;50313;
1900;50318;
1900;50325;1
1900;50330;
1900;50350;
1900;50370;
1900;50400;
1900;50450;
1900;50568;1
1900;50573;
1900;50577;
1900;50590;
1900;50606;
1900;50680;
1900;50683;
1900;50686;
1900;50689;
1900;50711;
1900;52001;7
1900;52019;
1900;52022;
1900;52036;
1900;52051;
1900;52079;
1900;52083;
1900;52110;1
1900;52203;
1900;52207;
1900;52210;
1900;52215;
1900;52224;
1900;52227;2
1900;52233;
1900;52240;
1900;52250;
1900;52254;
1900;52256;
1900;52258;
1900;52260;
1900;52287;
1900;52317;
1900;52320;
1900;52323;
1900;52352;
1900;52354;
1900;52356;
1900;52378;
1900;52381;
1900;52385;
1900;52390;1
1900;52399;
1900;52405;
1900;52411;2
1900;52418;
1900;52427;1
1900;52435;
1900;52473;1
1900;52480;
1900;52490;1
1900;52506;
1900;52520;1
1900;52540;
1900;52560;
1900;52565;1
1900;52573;
1900;52585;1
1900;52612;1
1900;52621;1
1900;52678;
1900;52683;1
1900;52685;
1900;52687;
1900;52693;
1900;52694;
1900;52696;
1900;52699;
1900;52720;
1900;52786;
1900;52788;
1900;52835;
1900;52838;
1900;52885;
1900;54001;6
1900;54003;
1900;54051;
1900;54099;
1900;54109;1
1900;54125;
1900;54128;
1900;54172;1
1900;54174;
1900;54206;
1900;54223;
1900;54239;
1900;54245;
1900;54250;
1900;54261;
1900;54313;
1900;54344;1
1900;54347;
1900;54377;
1900;54385;1
1900;54398;
1900;54405;
1900;54418;
1900;54480;
1900;54498;
1900;54518;1
1900;54520;
1900;54553;
1900;54599;
1900;54660;
1900;54670;
1900;54673;
1900;54680;
1900;54720;
1900;54743;
1900;54800;
1900;54810;
1900;54820;
1900;54871;
1900;54874;1
1900;63001;3
1900;63111;
1900;63130;4
1900;63190;2
1900;63212;
1900;63272;1
1900;63302;
1900;63401;
1900;63470;
1900;63548;
1900;63594;2
1900;63690;
1900;66001;7
1900;66045;
1900;66075;
1900;66088;
1900;66170;
1900;66318;
1900;66383;
1900;66400;
1900;66440;1
1900;66456;
1900;66572;2
1900;66594;
1900;66682;3
1900;66687;
1900;68001;7
1900;68013;
1900;68020;
1900;68051;
1900;68077;
1900;68079;
1900;68081;1
1900;68092;
1900;68101;
1900;68121;
1900;68132;1
1900;68147;
1900;68152;
1900;68160;
1900;68162;
1900;68167;
1900;68169;1
1900;68176;
1900;68179;
1900;68190;
1900;68207;
1900;68209;
1900;68211;
1900;68217;1
1900;68229;1
1900;68235;
1900;68245;
1900;68250;
1900;68255;
1900;68264;
1900;68266;
1900;68271;
1900;68276;1
1900;68296;
1900;68298;
1900;68307;1
1900;68318;
1900;68320;
1900;68322;
1900;68324;
1900;68327;
1900;68344;
1900;68368;
1900;68370;
1900;68377;
1900;68385;
1900;68397;
1900;68406;1
1900;68418;
1900;68425;
1900;68432;
1900;68444;
1900;68464;
1900;68468;
1900;68498;
1900;68500;
1900;68502;
1900;68522;
1900;68524;
1900;68533;
1900;68547;
1900;68549;
1900;68572;
1900;68573;
1900;68575;
1900;68615;
1900;68655;
1900;68669;
1900;68673;
1900;68679;
1900;68682;
1900;68684;
1900;68686;1
1900;68689;1
1900;68705;
1900;68720;
1900;68745;
1900;68755;
1900;68770;
1900;68773;
1900;68780;
1900;68820;
1900;68855;1
1900;68861;
1900;68867;
1900;68872;
1900;68895;
1900;70001;2
1900;70110;
1900;70124;
1900;70204;1
1900;70215;
1900;70221;
1900;70230;
1900;70233;1
1900;70235;
1900;70265;
1900;70400;
1900;70418;
1900;70429;
1900;70473;
1900;70508;
1900;70523;3
1900;70670;
1900;70678;
1900;70702;
1900;70708;
1900;70713;1
1900;70717;1
1900;70742;1
1900;70771;1
1900;70820;2
1900;70823;
1900;73001;4
1900;73024;
1900;73026;
1900;73030;
1900;73043;
1900;73055;
1900;73067;
1900;73124;
1900;73148;
1900;73152;
1900;73168;
1900;73200;
1900;73217;
1900;73226;
1900;73236;
1900;73268;2
1900;73270;
1900;73275;
1900;73283;
1900;73319;
1900;73347;
1900;73349;
1900;73352;
1900;73408;
1900;73411;1
1900;73443;
1900;73449;
1900;73461;
1900;73483;
1900;73504;
1900;73520;
1900;73547;
1900;73555;
1900;73563;
1900;73585;
1900;73616;
1900;73622;
1900;73624;
1900;73671;
1900;73675;
1900;73678;
1900;73686;
1900;73770;
1900;73854;1
1900;73861;
1900;73870;
1900;73873;
1900;76001;15
1900;76020;1
1900;76036;
1900;76041;
1900;76054;
1900;76100;
1900;76109;1
1900;76111;3
1900;76113;1
1900;76122;1
1900;76126;
1900;76130;
1900;76147;1
1900;76233;
1900;76243;
1900;76246;
1900;76248;1
1900;76250;
1900;76275;2
1900;76306;3
1900;76318;1
1900;76364;1
1900;76377;
1900;76400;
1900;76403;
1900;76497;
1900;76520;8
1900;76563;
1900;76606;
1900;76616;
1900;76622;
1900;76670;
1900;76736;1
1900;76823;1
1900;76828;
1900;76834;10
1900;76845;
1900;76863;
1900;76869;
1900;76890;1
1900;76892;
1900;76895;
1900;81001;1
1900;81065;
1900;81220;
1900;81300;
1900;81591;
1900;81736;
1900;81794;
1900;85001;1
1900;85010;
1900;85015;
1900;85125;
1900;85136;
1900;85139;
1900;85162;
1900;85225;
1900;85230;
1900;85250;
1900;85263;
1900;85279;
1900;85300;
1900;85315;
1900;85325;
1900;85400;
1900;85410;
1900;85430;
1900;85440;
1900;86001;
1900;86219;
1900;86320;2
1900;86568;
1900;86569;
1900;86571;
1900;86573;
1900;86749;
1900;86755;
1900;86757;
1900;86760;
1900;86865;
1900;86885;
1900;88001;
1900;88564;
1900;91001;
1900;91263;
1900;91405;
1900;91407;
1900;91430;
1900;91460;
1900;91530;
1900;91536;
1900;91540;
1900;91669;
1900;91798;
1900;94001;1
1900;94343;
1900;94663;
1900;94883;
1900;94884;
1900;94885;
1900;94886;
1900;94887;
1900;94888;
1900;95001;
1900;95015;
1900;95025;
1900;95200;
1900;97001;
1900;97161;
1900;97511;
1900;97666;
1900;97777;
1900;97889;
1900;99001;1
1900;99524;
1900;99624;1
1900;99773;1
1912;;104813
1912;05001;62
1912;05002;
1912;05004;
1912;05021;
1912;05030;1
1912;05031;1
1912;05034;2
1912;05036;
1912;05038;
1912;05040;
1912;05042;1
1912;05044;1
1912;05045;2
1912;05051;1
1912;05055;
1912;05059;
1912;05079;3
1912;05086;
1912;05088;8
1912;05091;
1912;05093;
1912;05101;2
1912;05107;
1912;05113;1
1912;05120;
1912;05125;
1912;05129;6
1912;05134;1
1912;05138;
1912;05142;
1912;05145;
1912;05147;1
1912;05148;
1912;05150;1
1912;05154;4
1912;05172;2
1912;05190;
1912;05197;
1912;05206;
1912;05209;
1912;05212;5
1912;05234;1
1912;05237;2
1912;05240;1
1912;05250;1
1912;05264;
1912;05266;5
1912;05282;1
1912;05284;1
1912;05306;
1912;05308;2
1912;05310;
1912;05313;
1912;05315;
1912;05318;1
1912;05321;
1912;05347;
1912;05353;
1912;05360;9
1912;05361;2
1912;05364;1
1912;05368;
1912;05376;
1912;05380;2
1912;05390;
1912;05400;
1912;05411;
1912;05425;
1912;05440;5
1912;05467;
1912;05475;
1912;05480;
1912;05483;
1912;05490;1
1912;05495;
1912;05501;
1912;05541;1
1912;05543;
1912;05576;
1912;05579;1
1912;05585;1
1912;05591;
1912;05604;1
1912;05607;3
1912;05615;2
1912;05628;
1912;05631;1
1912;05642;
1912;05647;1
1912;05649;
1912;05652;
1912;05656;1
1912;05658;
1912;05659;
1912;05660;1
1912;05664;3
1912;05665;3
1912;05667;1
1912;05670;1
1912;05674;1
1912;05679;1
1912;05686;
1912;05690;1
1912;05697;1
1912;05736;3
1912;05756;6
1912;05761;
1912;05789;1
1912;05790;1
1912;05792;
1912;05809;
1912;05819;
1912;05837;10
1912;05842;
1912;05847;1
1912;05854;
1912;05856;
1912;05858;1
1912;05861;1
1912;05873;
1912;05885;
1912;05887;4
1912;05890;3
1912;05893;
1912;05895;2
1912;08001;80
1912;08078;3
1912;08137;2
1912;08141;1
1912;08296;1
1912;08372;1
1912;08421;2
1912;08433;8
1912;08436;2
1912;08520;1
1912;08549;1
1912;08558;
1912;08560;
1912;08573;1
1912;08606;
1912;08634;5
1912;08638;9
1912;08675;
1912;08685;2
1912;08758;45
1912;08770;
1912;08832;
1912;08849;2
1912;11001;151
1912;13001;44
1912;13006;
1912;13030;1
1912;13042;
1912;13052;6
1912;13062;1
1912;13074;
1912;13140;
1912;13160;
1912;13188;2
1912;13212;1
1912;13222;
1912;13244;2
1912;13248;
1912;13268;
1912;13300;
1912;13430;7
1912;13433;
1912;13440;
1912;13442;5
1912;13458;
1912;13468;2
1912;13473;2
1912;13490;
1912;13549;
1912;13580;
1912;13600;1
1912;13620;
1912;13647;
1912;13650;
1912;13654;
1912;13655;1
1912;13657;2
1912;13667;2
1912;13670;
1912;13673;
1912;13683;
1912;13688;2
1912;13744;
1912;13760;1
1912;13780;
1912;13810;
1912;13836;2
1912;13838;
1912;13873;1
1912;13894;
1912;15001;9
1912;15022;1
1912;15047;2
1912;15051;
1912;15087;
1912;15090;
1912;15092;1
1912;15097;
1912;15104;
1912;15106;
1912;15109;
1912;15114;
1912;15131;
1912;15135;
1912;15162;
1912;15172;
1912;15176;2
1912;15180;
1912;15183;
1912;15185;
1912;15187;
1912;15189;
1912;15204;
1912;15212;1
1912;15215;
1912;15218;
1912;15223;
1912;15224;1
1912;15226;
1912;15232;
1912;15236;
1912;15238;3
1912;15244;
1912;15248;
1912;15272;
1912;15276;
1912;15293;
1912;15296;
1912;15299;1
1912;15317;2
1912;15322;1
1912;15325;1
1912;15332;
1912;15362;
1912;15367;1
1912;15368;
1912;15377;
1912;15380;
1912;15401;
1912;15403;1
1912;15407;
1912;15425;2
1912;15442;
1912;15455;
1912;15464;1
1912;15466;1
1912;15469;2
1912;15476;
1912;15480;
1912;15491;1
1912;15494;
1912;15500;1
1912;15507;1
1912;15511;
1912;15514;
1912;15516;1
1912;15518;
1912;15522;
1912;15531;
1912;15533;
1912;15537;1
1912;15542;
1912;15550;
1912;15572;1
1912;15580;
1912;15599;1
1912;15600;
1912;15621;
1912;15632;
1912;15638;
1912;15646;
1912;15660;
1912;15664;
1912;15667;
1912;15673;
1912;15676;
1912;15681;
1912;15686;
1912;15690;
1912;15693;3
1912;15696;
1912;15720;
1912;15723;
1912;15740;
1912;15753;
1912;15755;1
1912;15757;2
1912;15759;3
1912;15761;1
1912;15762;
1912;15763;3
1912;15764;1
1912;15774;1
1912;15776;
1912;15778;
1912;15790;
1912;15798;1
1912;15804;1
1912;15806;1
1912;15808;
1912;15810;
1912;15814;
1912;15816;
1912;15820;
1912;15822;1
1912;15832;
1912;15835;
1912;15837;
1912;15839;
1912;15842;
1912;15861;1
1912;15879;
1912;15897;
1912;17001;19
1912;17013;2
1912;17042;
1912;17050;
1912;17088;2
1912;17174;6
1912;17272;2
1912;17380;1
1912;17388;
1912;17433;
1912;17442;1
1912;17444;
1912;17446;
1912;17486;3
1912;17495;1
1912;17513;
1912;17524;2
1912;17541;
1912;17614;3
1912;17616;
1912;17653;
1912;17662;
1912;17665;1
1912;17777;2
1912;17867;
1912;17873;2
1912;17877;2
1912;18001;8
1912;18029;
1912;18094;1
1912;18150;
1912;18205;1
1912;18247;2
1912;18256;
1912;18410;1
1912;18460;1
1912;18479;
1912;18592;
1912;18610;
1912;18753;1
1912;18756;1
1912;18785;
1912;18860;
1912;19001;15
1912;19022;1
1912;19050;3
1912;19075;
1912;19100;
1912;19110;7
1912;19130;1
1912;19137;4
1912;19142;4
1912;19212;1
1912;19256;6
1912;19290;
1912;19300;
1912;19318;14
1912;19355;
1912;19364;1
1912;19392;1
1912;19397;2
1912;19418;
1912;19450;1
1912;19455;
1912;19473;1
1912;19513;6
1912;19517;1
1912;19532;4
1912;19533;2
1912;19548;2
1912;19573;1
1912;19585;
1912;19622;
1912;19693;
1912;19698;6
1912;19701;
1912;19743;3
1912;19760;2
1912;19780;2
1912;19785;1
1912;19807;3
1912;19809;
1912;19821;
1912;19824;3
1912;19845;2
1912;20001;26
1912;20011;8
1912;20013;5
1912;20032;2
1912;20045;
1912;20060;2
1912;20175;1
1912;20178;1
1912;20228;4
1912;20238;2
1912;20250;4
1912;20295;1
1912;20310;1
1912;20383;2
1912;20400;2
1912;20443;
1912;20517;1
1912;20550;1
1912;20570;
1912;20614;4
1912;20621;2
1912;20710;1
1912;20750;
1912;20770;
1912;20787;
1912;23001;13
1912;23068;1
1912;23079;3
1912;23090;1
1912;23162;3
1912;23168;4
1912;23182;6
1912;23189;3
1912;23300;
1912;23350;2
1912;23417;18
1912;23419;
1912;23464;4
1912;23466;11
1912;23500;1
1912;23555;6
1912;23570;1
1912;23574;2
1912;23580;8
1912;23586;1
1912;23660;
1912;23670;5
1912;23672;4
1912;23675;
1912;23678;1
1912;23682;2
1912;23686;1
1912;23807;4
1912;23815;3
1912;23855;2
1912;25001;1
1912;25019;1
1912;25035;1
1912;25040;1
1912;25053;1
1912;25086;
1912;25095;1
1912;25099;
1912;25120;
1912;25123;
1912;25126;2
1912;25148;
1912;25151;3
1912;25154;
1912;25168;1
1912;25175;3
1912;25178;1
1912;25181;2
1912;25183;
1912;25200;
1912;25214;2
1912;25224;
1912;25245;1
1912;25258;
1912;25260;
1912;25269;3
1912;25279;3
1912;25281;
1912;25286;2
1912;25288;
1912;25290;7
1912;25293;
1912;25295;
1912;25297;1
1912;25299;
1912;25307;6
1912;25312;
1912;25317;2
1912;25320;1
1912;25322;1
1912;25324;1
1912;25326;1
1912;25328;
1912;25335;
1912;25339;2
1912;25368;
1912;25372;
1912;25377;1
1912;25386;2
1912;25394;1
1912;25398;
1912;25402;
1912;25407;
1912;25426;
1912;25430;5
1912;25436;
1912;25438;
1912;25473;5
1912;25483;1
1912;25486;
1912;25488;
1912;25489;
1912;25491;
1912;25506;
1912;25513;1
1912;25518;
1912;25524;
1912;25530;
1912;25535;
1912;25572;
1912;25580;
1912;25592;
1912;25594;
1912;25596;1
1912;25599;1
1912;25612;
1912;25645;
1912;25649;1
1912;25653;
1912;25658;
1912;25662;4
1912;25718;
1912;25736;
1912;25740;3
1912;25743;1
1912;25745;1
1912;25754;18
1912;25758;
1912;25769;1
1912;25772;2
1912;25777;
1912;25779;
1912;25781;
1912;25785;1
1912;25793;1
1912;25797;1
1912;25799;1
1912;25805;
1912;25807;
1912;25815;
1912;25817;2
1912;25823;1
1912;25839;
1912;25841;
1912;25843;1
1912;25845;
1912;25851;
1912;25862;
1912;25867;2
1912;25871;
1912;25873;
1912;25875;1
1912;25878;3
1912;25885;1
1912;25898;
1912;25899;5
1912;27001;15
1912;27006;
1912;27025;
1912;27050;3
1912;27073;1
1912;27075;
1912;27077;
1912;27099;1
1912;27135;
1912;27150;2
1912;27160;
1912;27205;2
1912;27245;
1912;27250;
1912;27361;4
1912;27372;1
1912;27413;
1912;27425;
1912;27430;1
1912;27450;1
1912;27491;1
1912;27495;3
1912;27580;
1912;27600;
1912;27615;1
1912;27660;
1912;27745;1
1912;27787;1
1912;27800;
1912;27810;
1912;41001;17
1912;41006;2
1912;41013;1
1912;41016;2
1912;41020;1
1912;41026;
1912;41078;
1912;41132;1
1912;41206;
1912;41244;
1912;41298;4
1912;41306;1
1912;41319;1
1912;41349;
1912;41357;1
1912;41359;
1912;41378;
1912;41396;1
1912;41483;
1912;41503;
1912;41518;
1912;41524;3
1912;41530;
1912;41548;1
1912;41551;3
1912;41615;
1912;41660;3
1912;41668;2
1912;41676;
1912;41770;
1912;41791;1
1912;41797;
1912;41799;
1912;41801;
1912;41807;1
1912;41872;
1912;41885;
1912;44001;25
1912;44035;3
1912;44078;4
1912;44090;2
1912;44098;
1912;44110;
1912;44279;1
1912;44378;1
1912;44420;
1912;44430;20
1912;44560;5
1912;44650;5
1912;44847;24
1912;44855;
1912;44874;4
1912;47001;20
1912;47030;1
1912;47053;5
1912;47058;2
1912;47161;
1912;47170;1
1912;47189;3
1912;47205;1
1912;47245;6
1912;47258;
1912;47268;
1912;47288;10
1912;47318;1
1912;47460;3
1912;47541;1
1912;47545;1
1912;47551;3
1912;47555;
1912;47570;1
1912;47605;1
1912;47660;
1912;47675;2
1912;47692;1
1912;47703;1
1912;47707;1
1912;47720;
1912;47745;
1912;47798;
1912;47960;
1912;47980;5
1912;50001;7
1912;50006;4
1912;50110;
1912;50124;
1912;50150;1
1912;50223;
1912;50226;
1912;50245;
1912;50251;
1912;50270;
1912;50287;
1912;50313;2
1912;50318;1
1912;50325;2
1912;50330;
1912;50350;
1912;50370;
1912;50400;
1912;50450;
1912;50568;1
1912;50573;
1912;50577;
1912;50590;1
1912;50606;1
1912;50680;
1912;50683;1
1912;50686;
1912;50689;2
1912;50711;
1912;52001;27
1912;52019;
1912;52022;
1912;52036;1
1912;52051;
1912;52079;2
1912;52083;
1912;52110;2
1912;52203;1
1912;52207;
1912;52210;1
1912;52215;1
1912;52224;
1912;52227;4
1912;52233;1
1912;52240;1
1912;52250;4
1912;52254;
1912;52256;
1912;52258;1
1912;52260;1
1912;52287;
1912;52317;
1912;52320;2
1912;52323;1
1912;52352;
1912;52354;1
1912;52356;8
1912;52378;
1912;52381;
1912;52385;
1912;52390;1
1912;52399;
1912;52405;
1912;52411;2
1912;52418;
1912;52427;4
1912;52435;2
1912;52473;4
1912;52480;
1912;52490;7
1912;52506;1
1912;52520;2
1912;52540;
1912;52560;
1912;52565;2
1912;52573;2
1912;52585;1
1912;52612;2
1912;52621;1
1912;52678;7
1912;52683;1
1912;52685;
1912;52687;2
1912;52693;2
1912;52694;1
1912;52696;1
1912;52699;3
1912;52720;1
1912;52786;
1912;52788;
1912;52835;15
1912;52838;3
1912;52885;
1912;54001;18
1912;54003;4
